4.0,14.0,22.0,26.0,20.0,42.0,110.0,390.0,329.0,283.0,523.0,584.0,776.0,928.0,1438.0,1205.0,981.0,677.0,1114.0,861.0,384.0,63.0,12.0,17.0,19.0,25.0,25.0,41.0,52.0,74.0,70.0,114.0,183.0,271.0,286.0,508.0,793.0,1315.0,2135.0,2668.0,6362.0,13128.0,29412.0,47704.0,151391.0,436629.0,1129583.0,5244297.0,1
1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,46.0,177.0,454.0,1394.0,1344.0,1499.0,1571.0,1645.0,1136.0,937.0,601.0,68.0,44.0,61.0,77.0,71.0,168.0,143.0,242.0,278.0,504.0,623.0,839.0,1219.0,1913.0,4099.0,6023.0,10723.0,21150.0,61581.0,125773.0,329684.0,887827.0,5613968.0,0
4.0,3.0,14.0,19.0,124.0,220.0,494.0,1431.0,796.0,325.0,6.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,4.0,4.0,24.0,12.0,41.0,53.0,65.0,193.0,195.0,481.0,492.0,738.0,1762.0,1956.0,4618.0,4896.0,11691.0,12189.0,16942.0,38602.0,37574.0,75955.0,64157.0,460944.0,0
10489.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,6.0,14.0,31.0,148.0,293.0,707.0,1917.0,2626.0,5294.0,19411.0,49765.0,155866.0,1451425.0,0
1350.0,14.0,18.0,25.0,24.0,16.0,18.0,17.0,19.0,14.0,15.0,16.0,23.0,16.0,18.0,19.0,28.0,16.0,31.0,28.0,29.0,21.0,45.0,38.0,51.0,56.0,74.0,69.0,265.0,741.0,1450.0,1034.0,417.0,258.0,323.0,611.0,727.0,1183.0,2512.0,3608.0,5852.0,12096.0,17031.0,26624.0,49806.0,58300.0,75146.0,476946.0,0
8747.0,32.0,11.0,4.0,9.0,14.0,20.0,31.0,17.0,44.0,64.0,49.0,34.0,14.0,34.0,33.0,36.0,32.0,40.0,62.0,39.0,76.0,95.0,56.0,74.0,112.0,101.0,100.0,139.0,129.0,144.0,141.0,238.0,212.0,243.0,384.0,408.0,538.0,971.0,1157.0,1719.0,3667.0,5766.0,10452.0,29719.0,65429.0,180763.0,1385817.0,0
82.0,18.0,15.0,20.0,12.0,16.0,23.0,36.0,30.0,39.0,36.0,58.0,97.0,78.0,94.0,104.0,150.0,148.0,174.0,249.0,222.0,269.0,436.0,436.0,522.0,748.0,746.0,908.0,1395.0,1390.0,1785.0,2289.0,3572.0,4027.0,5263.0,8606.0,10044.0,13312.0,22181.0,25369.0,34046.0,59588.0,72161.0,103999.0,188381.0,233435.0,324295.0,2024824.0,1
160.0,100.0,96.0,151.0,103.0,63.0,62.0,61.0,60.0,78.0,71.0,61.0,116.0,98.0,87.0,100.0,126.0,139.0,131.0,225.0,193.0,200.0,236.0,260.0,303.0,556.0,570.0,600.0,811.0,875.0,1164.0,1372.0,1336.0,907.0,1119.0,2073.0,2766.0,4250.0,8000.0,9757.0,13517.0,25018.0,34503.0,58547.0,137269.0,231342.0,402004.0,2204092.0,0
9.0,0.0,3.0,4.0,0.0,0.0,2.0,3.0,7.0,1.0,3.0,4.0,11.0,6.0,4.0,9.0,17.0,17.0,20.0,25.0,27.0,24.0,59.0,46.0,44.0,69.0,90.0,106.0,174.0,163.0,246.0,329.0,597.0,702.0,1041.0,1830.0,2413.0,3655.0,7011.0,9054.0,13725.0,26837.0,36450.0,59048.0,127846.0,193783.0,355231.0,2304983.0,0
3.0,19.0,43.0,64.0,190.0,244.0,263.0,211.0,153.0,79.0,94.0,174.0,280.0,366.0,310.0,259.0,237.0,199.0,166.0,149.0,65.0,11.0,5.0,3.0,0.0,2.0,1.0,3.0,10.0,6.0,11.0,17.0,42.0,90.0,131.0,223.0,452.0,712.0,1974.0,2752.0,4916.0,8625.0,15108.0,26195.0,43029.0,65866.0,91000.0,521680.0,0
355.0,4.0,4.0,9.0,9.0,4.0,11.0,7.0,3.0,11.0,18.0,17.0,22.0,13.0,11.0,16.0,22.0,24.0,53.0,73.0,70.0,103.0,121.0,115.0,117.0,177.0,187.0,279.0,443.0,366.0,440.0,378.0,543.0,479.0,592.0,789.0,900.0,1124.0,1620.0,1864.0,2559.0,4280.0,5091.0,8445.0,19244.0,34042.0,75593.0,533433.0,1
2490.0,57.0,16.0,11.0,10.0,11.0,11.0,6.0,5.0,13.0,6.0,13.0,15.0,10.0,15.0,14.0,14.0,11.0,10.0,14.0,16.0,17.0,23.0,24.0,28.0,25.0,23.0,23.0,43.0,31.0,37.0,53.0,70.0,59.0,97.0,144.0,148.0,236.0,493.0,538.0,793.0,1706.0,2380.0,4872.0,14155.0,33084.0,91337.0,633225.0,1
1.0,0.0,4.0,16.0,16.0,19.0,40.0,32.0,96.0,91.0,277.0,256.0,638.0,794.0,554.0,498.0,95.0,15.0,1.0,0.0,6.0,6.0,15.0,10.0,27.0,32.0,39.0,92.0,82.0,159.0,236.0,255.0,557.0,586.0,1208.0,1233.0,2617.0,3982.0,4027.0,8685.0,8382.0,17939.0,27393.0,25267.0,51925.0,44694.0,82679.0,451462.0,0
2.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,3.0,2.0,9.0,8.0,8.0,5.0,7.0,4.0,18.0,22.0,16.0,31.0,85.0,150.0,361.0,588.0,941.0,1006.0,879.0,955.0,1032.0,943.0,971.0,886.0,731.0,1031.0,1594.0,2574.0,4025.0,6219.0,9799.0,15889.0,25375.0,40607.0,64919.0,104343.0,166577.0,253963.0,359609.0,2079533.0,0
1.0,0.0,2.0,1.0,1.0,7.0,7.0,38.0,95.0,171.0,315.0,473.0,559.0,707.0,582.0,389.0,110.0,9.0,11.0,12.0,10.0,14.0,13.0,22.0,46.0,57.0,78.0,115.0,170.0,210.0,288.0,428.0,605.0,850.0,1187.0,1699.0,2509.0,3535.0,5158.0,7325.0,10443.0,15451.0,21452.0,30152.0,41678.0,55196.0,67318.0,467539.0,1
506.0,7.0,137.0,1051.0,113.0,61.0,71.0,56.0,64.0,56.0,50.0,40.0,57.0,46.0,51.0,45.0,74.0,47.0,56.0,85.0,79.0,88.0,125.0,138.0,149.0,220.0,246.0,331.0,465.0,533.0,623.0,778.0,1209.0,1294.0,1726.0,2888.0,3241.0,4326.0,7275.0,8263.0,10478.0,16363.0,17255.0,20583.0,28754.0,27120.0,29193.0,255376.0,1
