11.0,29.0,32.0,56.0,266.0,563.0,482.0,908.0,1018.0,2124.0,1679.0,1184.0,1589.0,770.0,67.0,25.0,29.0,40.0,74.0,93.0,114.0,253.0,446.0,619.0,1407.0,2836.0,5265.0,16893.0,57424.0,171083.0,900843.0,5909666.0,1
1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,47.0,347.0,1678.0,2016.0,2398.0,2249.0,1469.0,647.0,66.0,101.0,108.0,241.0,312.0,443.0,962.0,1410.0,2561.0,6726.0,14119.0,38940.0,169564.0,671053.0,6160426.0,0
5.0,16.0,35.0,328.0,1407.0,1314.0,331.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,27.0,24.0,82.0,175.0,278.0,697.0,1014.0,2661.0,5675.0,8129.0,20647.0,40774.0,52344.0,106685.0,494371.0,0
10489.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,6.0,35.0,158.0,629.0,2288.0,5272.0,22059.0,118543.0,1538513.0,0
1355.0,27.0,39.0,26.0,24.0,30.0,20.0,25.0,29.0,28.0,31.0,32.0,48.0,40.0,44.0,60.0,80.0,101.0,162.0,913.0,2120.0,781.0,440.0,752.0,1348.0,3074.0,6804.0,14752.0,31608.0,61853.0,101493.0,508899.0,0
8766.0,24.0,7.0,20.0,36.0,32.0,64.0,93.0,40.0,42.0,52.0,49.0,70.0,71.0,126.0,101.0,131.0,156.0,173.0,195.0,233.0,290.0,359.0,480.0,711.0,1206.0,2092.0,4451.0,11203.0,34734.0,149822.0,1482187.0,0
87.0,28.0,24.0,24.0,33.0,56.0,53.0,80.0,127.0,142.0,170.0,232.0,282.0,363.0,459.0,682.0,879.0,1137.0,1538.0,2155.0,3091.0,4555.0,7050.0,10846.0,17527.0,28010.0,44603.0,74400.0,129937.0,234604.0,416772.0,2165782.0,1
212.0,144.0,199.0,118.0,94.0,89.0,109.0,101.0,151.0,150.0,146.0,219.0,240.0,309.0,328.0,368.0,557.0,872.0,984.0,1302.0,2006.0,1866.0,1540.0,2559.0,5102.0,9914.0,17260.0,31032.0,65503.0,164816.0,449831.0,2387607.0,0
9.0,3.0,4.0,0.0,2.0,10.0,1.0,7.0,13.0,8.0,20.0,23.0,33.0,39.0,53.0,76.0,75.0,128.0,188.0,255.0,423.0,749.0,1265.0,2308.0,4422.0,8657.0,16526.0,33090.0,68524.0,154820.0,387619.0,2466378.0,0
6.0,59.0,111.0,387.0,401.0,226.0,100.0,247.0,397.0,559.0,429.0,266.0,251.0,129.0,12.0,7.0,1.0,2.0,7.0,12.0,16.0,54.0,168.0,276.0,882.0,2256.0,4159.0,12134.0,31098.0,53234.0,123998.0,554548.0,0
